考点,province_exam,language_file,registered,present,absent,avg_score,passed,absent_rate,pass_rate_by_present
单县第一中学,山东省,Scratch,1,1,0,46.0,0,0.0,0.0
单县第一中学,河南省,C++,10,10,0,63.55,6,0.0,0.6
南京外国语学校（北京东路校区）,上海市,C++,1,1,0,94.0,1,0.0,1.0
南京外国语学校（北京东路校区）,北京市,C++,1,0,1,0.0,0,1.0,
南京外国语学校（北京东路校区）,安徽省,C++,10,10,0,66.75,7,0.0,0.7
南京外国语学校（北京东路校区）,山东省,C++,6,6,0,96.0,6,0.0,1.0
南京外国语学校（北京东路校区）,江苏省,C++,1132,1112,20,60.414959928762244,599,0.0176678445229682,0.5386690647482014
南京外国语学校（北京东路校区）,江苏省,Python,180,178,2,58.68888888888889,88,0.011111111111111112,0.4943820224719101
南京外国语学校（北京东路校区）,江苏省,Scratch,85,79,6,63.226190476190474,49,0.07058823529411765,0.620253164556962
南京师范大学附属中学新城初级中学怡康街分校,江苏省,C++,82,78,4,59.798780487804876,43,0.04878048780487805,0.5512820512820513
南京师范大学附属中学新城初级中学怡康街分校,江苏省,Python,10,9,1,62.55,7,0.1,0.7777777777777778
南京师范大学附属中学新城初级中学怡康街分校,江苏省,Scratch,4,3,1,32.5,1,0.25,0.3333333333333333
南京开放大学,江苏省,C++,48,48,0,48.34375,14,0.0,0.2916666666666667
南京开放大学,江苏省,Python,10,9,1,45.75,3,0.1,0.3333333333333333
南京开放大学,江苏省,Scratch,9,9,0,58.111111111111114,4,0.0,0.4444444444444444
南京理工大学,安徽省,C++,3,3,0,69.16666666666667,2,0.0,0.6666666666666666
南京理工大学,山东省,C++,1,1,0,96.0,1,0.0,1.0
南京理工大学,江苏省,C++,393,374,19,60.39871794871795,214,0.04834605597964377,0.5721925133689839
南京理工大学,江苏省,Python,55,54,1,54.972727272727276,24,0.01818181818181818,0.4444444444444444
南京理工大学,江苏省,Scratch,35,33,2,61.25714285714286,20,0.05714285714285714,0.6060606060606061
南京理工大学泰州科技学院,江苏省,C++,169,165,4,62.61904761904762,95,0.023668639053254437,0.5757575757575758
南京理工大学泰州科技学院,江苏省,Python,18,18,0,43.638888888888886,5,0.0,0.2777777777777778
南京理工大学泰州科技学院,江苏省,Scratch,28,25,3,50.81481481481482,11,0.10714285714285714,0.44
南京理工大学紫金学院,安徽省,C++,2,2,0,69.5,1,0.0,0.5
南京理工大学紫金学院,江苏省,C++,222,217,5,62.2073732718894,124,0.02252252252252252,0.5714285714285714
南京理工大学紫金学院,江苏省,Python,34,33,1,46.54545454545455,9,0.029411764705882353,0.2727272727272727
南京理工大学紫金学院,江苏省,Scratch,48,48,0,63.375,27,0.0,0.5625
南京航空航天大学（将军路校区）,上海市,C++,1,1,0,98.0,1,0.0,1.0
南京航空航天大学（将军路校区）,安徽省,C++,82,80,2,61.148148148148145,41,0.024390243902439025,0.5125
南京航空航天大学（将军路校区）,安徽省,Python,1,1,0,26.0,0,0.0,0.0
南京航空航天大学（将军路校区）,安徽省,Scratch,19,18,1,56.94736842105263,11,0.05263157894736842,0.6111111111111112
南京航空航天大学（将军路校区）,江苏省,C++,785,756,29,61.269329896907216,420,0.03694267515923567,0.5555555555555556
南京航空航天大学（将军路校区）,江苏省,Python,72,67,5,54.90845070422535,33,0.06944444444444445,0.4925373134328358
南京航空航天大学（将军路校区）,江苏省,Scratch,156,152,4,63.150326797385624,88,0.02564102564102564,0.5789473684210527
南京航空航天大学（明故宫校区）,江苏省,C++,72,64,8,57.15972222222222,36,0.1111111111111111,0.5625
南京航空航天大学（明故宫校区）,江苏省,Python,24,20,4,41.125,7,0.16666666666666666,0.35
南京航空航天大学（明故宫校区）,江苏省,Scratch,20,19,1,65.7,15,0.05,0.7894736842105263
南京邮电大学,安徽省,C++,1,1,0,49.0,0,0.0,0.0
南京邮电大学,安徽省,Scratch,1,1,0,65.0,1,0.0,1.0
南京邮电大学,江苏省,C++,171,161,10,49.95614035087719,57,0.05847953216374269,0.35403726708074534
南京邮电大学,江苏省,Python,28,28,0,44.285714285714285,8,0.0,0.2857142857142857
南京邮电大学,江苏省,Scratch,47,47,0,56.787234042553195,22,0.0,0.46808510638297873
南开大学,内蒙古自治区,C++,1,1,0,56.5,0,0.0,0.0
南开大学,北京市,C++,29,29,0,69.34482758620689,19,0.0,0.6551724137931034
南开大学,北京市,Python,2,2,0,54.0,1,0.0,0.5
南开大学,北京市,Scratch,1,1,0,30.0,0,0.0,0.0
南开大学,天津市,C++,1030,1008,22,65.10634146341464,614,0.021359223300970873,0.6091269841269841
南开大学,天津市,Python,102,97,5,57.86764705882353,53,0.049019607843137254,0.5463917525773195
南开大学,天津市,Scratch,75,73,2,64.04,50,0.02666666666666667,0.684931506849315
南开大学,河北省,C++,155,153,2,60.72258064516129,72,0.012903225806451613,0.47058823529411764
南开大学,河北省,Python,33,33,0,48.15151515151515,9,0.0,0.2727272727272727
南开大学,河北省,Scratch,85,84,1,56.55294117647059,45,0.011764705882352941,0.5357142857142857
南通市田家炳初级中学,江苏省,C++,397,396,1,63.39294710327456,243,0.0025188916876574307,0.6136363636363636
南通市田家炳初级中学,江苏省,Python,37,37,0,57.270270270270274,20,0.0,0.5405405405405406
南通市田家炳初级中学,江苏省,Scratch,72,69,3,57.81944444444444,41,0.041666666666666664,0.5942028985507246
博罗县榕城中学,广东省,C++,145,141,4,58.15845070422535,77,0.027586206896551724,0.5460992907801419
博罗县榕城中学,广东省,Python,7,7,0,41.357142857142854,1,0.0,0.14285714285714285
博罗县榕城中学,广东省,Scratch,62,59,3,74.59016393442623,49,0.04838709677419355,0.8305084745762712
博罗县榕城中学,江西省,C++,1,1,0,74.0,1,0.0,1.0
厦门华厦学院,福建省,C++,252,244,8,58.557539682539684,133,0.031746031746031744,0.5450819672131147
厦门华厦学院,福建省,Python,14,14,0,56.285714285714285,5,0.0,0.35714285714285715
厦门华厦学院,福建省,Scratch,12,12,0,44.166666666666664,2,0.0,0.16666666666666666
厦门双十中学(枋湖校区),福建省,C++,313,273,40,57.86206896551724,142,0.12779552715654952,0.5201465201465202
厦门双十中学(枋湖校区),福建省,Python,20,20,0,59.55,10,0.0,0.5
厦门双十中学(枋湖校区),福建省,Scratch,57,54,3,66.05263157894737,41,0.05263157894736842,0.7592592592592593
厦门大学附属实验中学,上海市,C++,1,1,0,43.0,0,0.0,0.0
厦门大学附属实验中学,福建省,C++,187,183,4,59.36363636363637,95,0.0213903743315508,0.5191256830601093
厦门大学附属实验中学,福建省,Python,1,1,0,38.0,0,0.0,0.0
厦门大学附属实验中学,福建省,Scratch,11,10,1,60.0,7,0.09090909090909091,0.7
厦门工学院,福建省,C++,195,173,22,55.70520231213873,80,0.11282051282051282,0.4624277456647399
厦门工学院,福建省,Python,12,12,0,65.91666666666667,7,0.0,0.5833333333333334
厦门工学院,福建省,Scratch,13,13,0,47.61538461538461,4,0.0,0.3076923076923077
厦门英才学校,福建省,C++,246,231,15,67.29268292682927,166,0.06097560975609756,0.7186147186147186
厦门英才学校,福建省,Python,6,6,0,58.833333333333336,3,0.0,0.5
厦门英才学校,福建省,Scratch,25,25,0,66.16,15,0.0,0.6
台州学院（椒江校区）,浙江省,C++,120,109,11,60.97083333333333,69,0.09166666666666666,0.6330275229357798
台州学院（椒江校区）,浙江省,Python,26,26,0,46.90384615384615,4,0.0,0.15384615384615385
台州学院（椒江校区）,浙江省,Scratch,30,30,0,62.36666666666667,21,0.0,0.7
台州职业技术学院,浙江省,C++,543,521,22,62.274253731343286,304,0.040515653775322284,0.5834932821497121
台州职业技术学院,浙江省,Python,88,85,3,64.0813953488372,54,0.03409090909090909,0.6352941176470588
台州职业技术学院,浙江省,Scratch,84,83,1,66.61904761904762,56,0.011904761904761904,0.6746987951807228
合肥工业大学翡翠湖校区,安徽省,C++,118,116,2,63.29237288135593,70,0.01694915254237288,0.603448275862069
合肥工业大学翡翠湖校区,安徽省,Python,1,1,0,26.0,0,0.0,0.0
合肥工业大学翡翠湖校区,安徽省,Scratch,19,16,3,37.68421052631579,4,0.15789473684210525,0.25
合肥市第八中学,安徽省,C++,227,220,7,72.56590909090909,168,0.030837004405286344,0.7636363636363637
合肥市第八中学,安徽省,Python,3,3,0,30.666666666666668,0,0.0,0.0
合肥市第八中学,安徽省,Scratch,7,6,1,71.57142857142857,6,0.14285714285714285,1.0
合肥师范学院（滨湖校区）,安徽省,C++,142,140,2,68.22142857142858,94,0.014084507042253521,0.6714285714285714
合肥师范学院（滨湖校区）,安徽省,Scratch,16,16,0,67.875,8,0.0,0.5
合肥师范学院（锦绣校区）,安徽省,C++,2819,2776,43,69.80394596516174,1934,0.015253636041149344,0.696685878962536
合肥师范学院（锦绣校区）,安徽省,Python,28,28,0,35.267857142857146,4,0.0,0.14285714285714285
合肥师范学院（锦绣校区）,安徽省,Scratch,63,62,1,62.01587301587302,37,0.015873015873015872,0.5967741935483871
合肥师范学院（锦绣校区）,湖北省,C++,1,1,0,88.0,1,0.0,1.0
吉林农业大学,内蒙古自治区,C++,2,2,0,90.0,2,0.0,1.0
吉林农业大学,吉林省,C++,579,559,20,61.89367311072056,325,0.03454231433506045,0.5813953488372093
吉林农业大学,吉林省,Python,22,21,1,40.68181818181818,5,0.045454545454545456,0.23809523809523808
吉林农业大学,吉林省,Scratch,41,40,1,65.1219512195122,25,0.024390243902439025,0.625
吉林农业大学,广东省,C++,1,1,0,34.5,0,0.0,0.0
吉林农业大学,黑龙江省,C++,6,6,0,63.833333333333336,3,0.0,0.5
吉林医药学院,吉林省,C++,81,81,0,55.75308641975309,40,0.0,0.49382716049382713
吉林医药学院,吉林省,Python,14,14,0,18.428571428571427,0,0.0,0.0
吉林医药学院,吉林省,Scratch,9,9,0,36.333333333333336,1,0.0,0.1111111111111111
吉林医药学院,黑龙江省,Scratch,2,2,0,81.0,2,0.0,1.0
吕梁市第一中学,山西省,C++,44,44,0,59.17045454545455,21,0.0,0.4772727272727273
吕梁市第一中学,山西省,Scratch,4,4,0,56.5,2,0.0,0.5
呼和浩特市第三十中学（内蒙古师范大学附属第二学校）,内蒙古自治区,C++,70,68,2,48.911764705882355,25,0.02857142857142857,0.36764705882352944
呼和浩特市第三十中学（内蒙古师范大学附属第二学校）,内蒙古自治区,Python,12,11,1,27.727272727272727,1,0.08333333333333333,0.09090909090909091
呼和浩特市第三十中学（内蒙古师范大学附属第二学校）,内蒙古自治区,Scratch,15,13,2,50.2,5,0.13333333333333333,0.38461538461538464
呼和浩特市赛罕区巨华小学,内蒙古自治区,C++,55,55,0,63.627272727272725,32,0.0,0.5818181818181818
呼和浩特市赛罕区巨华小学,内蒙古自治区,Python,22,22,0,49.20454545454545,5,0.0,0.22727272727272727
呼和浩特市赛罕区巨华小学,内蒙古自治区,Scratch,7,7,0,60.142857142857146,3,0.0,0.42857142857142855
哈尔滨工业大学（深圳）,上海市,C++,1,1,0,46.5,0,0.0,0.0
哈尔滨工业大学（深圳）,广东省,C++,571,565,6,64.6077057793345,365,0.010507880910683012,0.6460176991150443
哈尔滨工业大学（深圳）,广东省,Python,32,32,0,59.78125,18,0.0,0.5625
哈尔滨工业大学（深圳）,广东省,Scratch,56,52,4,56.82142857142857,30,0.07142857142857142,0.5769230769230769
哈尔滨工业大学（深圳）,香港特别行政区,C++,6,5,1,56.333333333333336,3,0.16666666666666666,0.6
唐山市丰润区综合职业技术教育中心,天津市,C++,2,2,0,57.0,1,0.0,0.5
唐山市丰润区综合职业技术教育中心,河北省,C++,163,157,6,51.384375,61,0.03680981595092025,0.3885350318471338
唐山市丰润区综合职业技术教育中心,河北省,Python,31,31,0,49.774193548387096,11,0.0,0.3548387096774194
唐山市丰润区综合职业技术教育中心,河北省,Scratch,7,7,0,59.857142857142854,4,0.0,0.5714285714285714
唐山师范学院,天津市,C++,1,1,0,38.0,0,0.0,0.0
唐山师范学院,河北省,C++,21,21,0,61.80952380952381,10,0.0,0.47619047619047616
唐山师范学院,河北省,Python,1,1,0,65.0,1,0.0,1.0
唐山师范学院,河北省,Scratch,6,6,0,61.333333333333336,3,0.0,0.5
商丘师范学院信息技术学院,河南省,C++,19,18,1,50.60526315789474,6,0.05263157894736842,0.3333333333333333
嘉兴市双溪湖实验中学,上海市,C++,4,4,0,65.375,2,0.0,0.5
嘉兴市双溪湖实验中学,浙江省,C++,65,60,5,61.33870967741935,36,0.07692307692307693,0.6
嘉兴市双溪湖实验中学,浙江省,Python,8,8,0,56.3125,4,0.0,0.5
嘉兴市双溪湖实验中学,浙江省,Scratch,48,48,0,69.375,37,0.0,0.7708333333333334
嘉兴市文贤学校（东校区）,上海市,C++,7,7,0,70.5,4,0.0,0.5714285714285714
嘉兴市文贤学校（东校区）,上海市,Python,2,2,0,25.0,0,0.0,0.0
嘉兴市文贤学校（东校区）,浙江省,C++,431,417,14,59.88084112149533,218,0.03248259860788863,0.5227817745803357
嘉兴市文贤学校（东校区）,浙江省,Python,73,68,5,50.5,26,0.0684931506849315,0.38235294117647056
嘉兴市文贤学校（东校区）,浙江省,Scratch,74,71,3,62.205479452054796,43,0.04054054054054054,0.6056338028169014
嘉峪关市第一中学GESP认证考点,甘肃省,C++,81,81,0,69.14197530864197,54,0.0,0.6666666666666666
嘉峪关市第一中学GESP认证考点,甘肃省,Python,10,10,0,42.35,1,0.0,0.1
嘉峪关市第一中学GESP认证考点,甘肃省,Scratch,2,2,0,38.0,0,0.0,0.0
嘉峪关市第一中学GESP认证考点,青海省,C++,1,1,0,36.5,0,0.0,0.0
四川大学,四川省,Scratch,1,1,0,67.0,1,0.0,1.0
四川成都市新都一中,四川省,C++,694,661,33,57.007925072046106,349,0.04755043227665706,0.5279878971255674
四川成都市新都一中,四川省,Python,27,26,1,50.75925925925926,10,0.037037037037037035,0.38461538461538464
四川成都市新都一中,四川省,Scratch,79,77,2,50.50632911392405,33,0.02531645569620253,0.42857142857142855
四川成都市新都一中,河南省,Scratch,1,1,0,91.0,1,0.0,1.0
四川成都市新都一中,重庆市,C++,1,1,0,96.0,1,0.0,1.0
四川省彭州中学,四川省,C++,22,22,0,61.54545454545455,13,0.0,0.5909090909090909
四川省成都市石室联合中学,四川省,C++,32,29,3,34.953125,3,0.09375,0.10344827586206896
四川省成都市石室联合中学,四川省,Python,1,1,0,92.0,1,0.0,1.0
四川省成都市龙泉中学校,四川省,C++,613,597,16,56.68316831683168,293,0.026101141924959218,0.490787269681742
四川省成都市龙泉中学校,四川省,Python,26,26,0,49.61538461538461,10,0.0,0.38461538461538464
四川省成都市龙泉中学校,四川省,Scratch,111,105,6,55.981651376146786,53,0.05405405405405406,0.5047619047619047
四川省泸州市第七中学校,四川省,C++,67,63,4,45.4375,19,0.05970149253731343,0.30158730158730157
四川省泸州市第七中学校,四川省,Scratch,2,2,0,71.0,1,0.0,0.5
大连大学市内校区,辽宁省,C++,221,210,11,60.5,112,0.049773755656108594,0.5333333333333333
大连大学市内校区,辽宁省,Python,9,9,0,52.77777777777778,3,0.0,0.3333333333333333
大连大学市内校区,辽宁省,Scratch,5,4,1,75.5,3,0.2,0.75
大连市第二十四中学金普学校,辽宁省,C++,651,643,8,61.98771121351766,363,0.01228878648233487,0.5645412130637636
大连市第二十四中学金普学校,辽宁省,Python,50,50,0,50.43,19,0.0,0.38
大连市第二十四中学金普学校,辽宁省,Scratch,74,74,0,74.91891891891892,57,0.0,0.7702702702702703
大连海事大学,辽宁省,C++,146,144,2,61.104166666666664,80,0.0136986301369863,0.5555555555555556
大连海事大学,辽宁省,Python,8,8,0,48.4375,3,0.0,0.375
大连海事大学,辽宁省,Scratch,37,37,0,71.43243243243244,26,0.0,0.7027027027027027
天易高级中学,湖南省,C++,46,45,1,56.455555555555556,24,0.021739130434782608,0.5333333333333333
天易高级中学,湖南省,Python,10,10,0,45.25,2,0.0,0.2
天易高级中学,湖南省,Scratch,6,6,0,64.16666666666667,4,0.0,0.6666666666666666
天津工业大学,北京市,C++,3,3,0,89.16666666666667,3,0.0,1.0
天津工业大学,天津市,C++,85,83,2,61.71084337349398,48,0.023529411764705882,0.5783132530120482
天津工业大学,天津市,Python,2,2,0,28.0,0,0.0,0.0
天津工业大学,天津市,Scratch,7,7,0,66.28571428571429,5,0.0,0.7142857142857143
天津工业大学,河北省,C++,3,3,0,56.5,2,0.0,0.6666666666666666
天津市西青区为明学校（天津南站校区）,北京市,C++,6,6,0,74.25,5,0.0,0.8333333333333334
天津市西青区为明学校（天津南站校区）,北京市,Python,1,1,0,38.0,0,0.0,0.0
天津市西青区为明学校（天津南站校区）,天津市,C++,318,311,7,62.820754716981135,193,0.0220125786163522,0.6205787781350482
天津市西青区为明学校（天津南站校区）,天津市,Python,98,94,4,55.670103092783506,42,0.04081632653061224,0.44680851063829785
天津市西青区为明学校（天津南站校区）,天津市,Scratch,57,56,1,58.75438596491228,28,0.017543859649122806,0.5
天津市西青区为明学校（天津南站校区）,河北省,C++,5,5,0,55.7,2,0.0,0.4
天津财经大学,北京市,C++,13,13,0,76.84615384615384,11,0.0,0.8461538461538461
天津财经大学,北京市,Python,1,1,0,0.0,0,0.0,0.0
天津财经大学,北京市,Scratch,2,2,0,50.0,1,0.0,0.5
天津财经大学,天津市,C++,699,694,5,62.60944206008584,410,0.00715307582260372,0.590778097982709
天津财经大学,天津市,Python,33,31,2,48.333333333333336,12,0.06060606060606061,0.3870967741935484
天津财经大学,天津市,Scratch,21,21,0,63.80952380952381,11,0.0,0.5238095238095238
天津财经大学,河北省,C++,5,5,0,69.9,4,0.0,0.8
天津财经大学,河北省,Scratch,2,2,0,77.5,2,0.0,1.0
天津财经大学,黑龙江省,C++,1,1,0,88.0,1,0.0,1.0
太仓市第一中学,上海市,C++,15,15,0,77.9,12,0.0,0.8
太仓市第一中学,上海市,Python,5,4,1,71.2,4,0.2,1.0
太仓市第一中学,上海市,Scratch,2,2,0,54.0,1,0.0,0.5
太仓市第一中学,江苏省,C++,307,301,6,61.49348534201955,169,0.019543973941368076,0.5614617940199336
太仓市第一中学,江苏省,Python,14,14,0,32.142857142857146,2,0.0,0.14285714285714285
太仓市第一中学,江苏省,Scratch,18,18,0,58.55555555555556,11,0.0,0.6111111111111112
太仓市第一中学,浙江省,C++,4,4,0,77.75,3,0.0,0.75
太仓市高级中学,上海市,C++,9,8,1,65.4375,5,0.1111111111111111,0.625
太仓市高级中学,上海市,Python,2,1,1,34.0,0,0.5,0.0
太仓市高级中学,上海市,Scratch,1,1,0,68.0,1,0.0,1.0
太仓市高级中学,江苏省,C++,126,122,4,61.131147540983605,69,0.031746031746031744,0.5655737704918032
太仓市高级中学,江苏省,Python,7,7,0,54.285714285714285,3,0.0,0.42857142857142855
太仓市高级中学,江苏省,Scratch,3,3,0,59.333333333333336,2,0.0,0.6666666666666666
威海市实验高级中学,山东省,C++,333,324,9,67.29003021148036,203,0.02702702702702703,0.6265432098765432
威海市实验高级中学,山东省,Python,3,2,1,73.75,2,0.3333333333333333,1.0
威海市实验高级中学,山东省,Scratch,9,9,0,66.0,7,0.0,0.7777777777777778
威海市望海园中学,山东省,C++,246,245,1,70.41428571428571,173,0.0040650406504065045,0.7061224489795919
威海市望海园中学,山东省,Python,2,2,0,31.5,0,0.0,0.0
威海市望海园中学,山东省,Scratch,3,3,0,44.333333333333336,0,0.0,0.0
宁夏大学,内蒙古自治区,C++,6,6,0,62.666666666666664,3,0.0,0.5
宁夏大学,内蒙古自治区,Python,3,3,0,53.0,1,0.0,0.3333333333333333
宁夏大学,宁夏回族自治区,C++,361,339,22,53.049019607843135,157,0.060941828254847646,0.4631268436578171
宁夏大学,宁夏回族自治区,Python,75,72,3,37.38666666666666,11,0.04,0.1527777777777778
宁夏大学,宁夏回族自治区,Scratch,274,269,5,58.302919708029194,137,0.01824817518248175,0.5092936802973977
宁波城市职业技术学院（鄞州）,宁波城市,C++,1,1,0,98.0,1,0.0,1.0
宁波城市职业技术学院（鄞州）,宁波城市,Scratch,1,1,0,52.0,0,0.0,0.0
宁波城市职业技术学院（鄞州）,安徽省,C++,1,1,0,65.5,1,0.0,1.0
宁波城市职业技术学院（鄞州）,浙江省,C++,3526,3444,82,62.41144646924829,1978,0.023255813953488372,0.5743321718931476
宁波城市职业技术学院（鄞州）,浙江省,Python,118,118,0,49.6228813559322,41,0.0,0.3474576271186441
宁波城市职业技术学院（鄞州）,浙江省,Scratch,387,380,7,60.365284974093264,209,0.01808785529715762,0.55
宁波大学科学技术学院（慈溪）,浙江省,C++,139,135,4,63.1985294117647,81,0.02877697841726619,0.6
宁波大学科学技术学院（慈溪）,浙江省,Python,3,3,0,79.16666666666667,3,0.0,1.0
宁波大学科学技术学院（慈溪）,浙江省,Scratch,42,41,1,62.476190476190474,24,0.023809523809523808,0.5853658536585366
宁波市海曙外国语学校,浙江省,C++,441,425,16,62.03318077803203,252,0.036281179138321996,0.5929411764705882
宁波市海曙外国语学校,浙江省,Python,20,20,0,49.925,8,0.0,0.4
宁波市海曙外国语学校,浙江省,Scratch,14,14,0,66.42857142857143,8,0.0,0.5714285714285714
宁波职业技术学院(北仑）,浙江省,C++,408,391,17,64.54,246,0.041666666666666664,0.629156010230179
宁波职业技术学院(北仑）,浙江省,Python,15,15,0,73.53333333333333,11,0.0,0.7333333333333333
宁波职业技术学院(北仑）,浙江省,Scratch,45,45,0,67.77777777777777,33,0.0,0.7333333333333333
安吉县实验小学,江苏省,C++,1,1,0,75.5,1,0.0,1.0
安吉县实验小学,浙江省,C++,49,47,2,65.87234042553192,31,0.04081632653061224,0.6595744680851063
安吉县实验小学,浙江省,Python,1,1,0,30.5,0,0.0,0.0
安吉县实验小学,浙江省,Scratch,1,1,0,86.0,1,0.0,1.0
安平县志臻学校,河北省,C++,65,61,4,52.25396825396825,22,0.06153846153846154,0.36065573770491804
安平县志臻学校,河北省,Python,2,2,0,74.0,2,0.0,1.0
安平县志臻学校,河北省,Scratch,10,10,0,59.8,6,0.0,0.6
安徽工业大学,安徽省,C++,85,83,2,60.993975903614455,42,0.023529411764705882,0.5060240963855421
安徽工业大学,安徽省,Scratch,5,5,0,75.4,3,0.0,0.6
安徽省六安第一中学,安徽省,C++,154,154,0,74.63311688311688,118,0.0,0.7662337662337663
安徽省六安第一中学,安徽省,Python,4,3,1,67.83333333333333,2,0.25,0.6666666666666666
安徽省六安第一中学,安徽省,Scratch,36,34,2,59.638888888888886,20,0.05555555555555555,0.5882352941176471
安徽省歙县中学,安徽省,C++,40,40,0,64.525,24,0.0,0.6
安徽省歙县中学,安徽省,Scratch,1,1,0,53.0,0,0.0,0.0
安阳中心考点,河南省,Scratch,2,2,0,66.5,1,0.0,0.5
安阳示范区飞翔中学,河北省,C++,1,1,0,90.0,1,0.0,1.0
安阳示范区飞翔中学,河北省,Python,1,1,0,18.0,0,0.0,0.0
安阳示范区飞翔中学,河南省,C++,77,75,2,46.42857142857143,24,0.025974025974025976,0.32
安阳示范区飞翔中学,河南省,Python,18,18,0,51.5,6,0.0,0.3333333333333333
安阳示范区飞翔中学,河南省,Scratch,21,20,1,62.476190476190474,12,0.047619047619047616,0.6
宜兴市实验中学,江苏省,C++,672,654,18,67.77347242921013,439,0.026785714285714284,0.6712538226299695
宜兴市实验中学,江苏省,Python,9,9,0,56.666666666666664,4,0.0,0.4444444444444444
宜兴市实验中学,江苏省,Scratch,58,58,0,55.189655172413794,28,0.0,0.4827586206896552
宜兴市实验中学,浙江省,C++,1,1,0,88.0,1,0.0,1.0
宜宾市翠屏区成外附属小学,四川省,C++,91,86,5,58.8876404494382,49,0.054945054945054944,0.5697674418604651
宜宾市翠屏区成外附属小学,四川省,Python,6,5,1,60.2,3,0.16666666666666666,0.6
宜宾市翠屏区成外附属小学,四川省,Scratch,7,7,0,62.57142857142857,4,0.0,0.5714285714285714
宜章县湘南红军学校,湖南省,C++,3,3,0,64.0,2,0.0,0.6666666666666666
宜章县湘南红军学校,湖南省,Scratch,53,52,1,71.03846153846153,38,0.018867924528301886,0.7307692307692307
宿州市通济小学,安徽省,C++,14,13,1,53.714285714285715,5,0.07142857142857142,0.38461538461538464
宿州市通济小学,安徽省,Python,15,15,0,59.9,10,0.0,0.6666666666666666
宿州市通济小学,安徽省,Scratch,57,55,2,69.15789473684211,40,0.03508771929824561,0.7272727272727273
宿迁学院,安徽省,Python,1,1,0,62.0,1,0.0,1.0
宿迁学院,安徽省,Scratch,19,19,0,80.42105263157895,19,0.0,1.0
宿迁学院,江苏省,C++,104,102,2,58.849514563106794,51,0.019230769230769232,0.5
宿迁学院,江苏省,Python,12,12,0,29.666666666666668,0,0.0,0.0
宿迁学院,江苏省,Scratch,112,109,3,52.55357142857143,47,0.026785714285714284,0.43119266055045874
宿迁市苏州外国语实验学校,江苏省,C++,317,309,8,62.88535031847134,174,0.025236593059936908,0.5631067961165048
宿迁市苏州外国语实验学校,江苏省,Python,1,1,0,45.5,0,0.0,0.0
宿迁市苏州外国语实验学校,江苏省,Scratch,4,4,0,82.0,4,0.0,1.0
山东信息职业技术学院,山东省,C++,186,185,1,71.61021505376344,137,0.005376344086021506,0.7405405405405405
山东信息职业技术学院,山东省,Python,2,2,0,24.0,0,0.0,0.0
山东信息职业技术学院,山东省,Scratch,2,2,0,45.0,0,0.0,0.0
山东女子学院数据科学与计算机学院,山东省,C++,383,368,15,64.408,224,0.0391644908616188,0.6086956521739131
山东女子学院数据科学与计算机学院,山东省,Python,13,13,0,41.46153846153846,2,0.0,0.15384615384615385
山东女子学院数据科学与计算机学院,山东省,Scratch,79,79,0,63.936708860759495,51,0.0,0.6455696202531646
山东女子学院数据科学与计算机学院,河北省,C++,1,1,0,32.5,0,0.0,0.0
山东工商学院,山东省,C++,158,157,1,71.94303797468355,114,0.006329113924050633,0.7261146496815286
山东工商学院,山东省,Python,4,4,0,53.5,1,0.0,0.25
山东工商学院,山东省,Scratch,6,6,0,67.66666666666667,4,0.0,0.6666666666666666
山东师范大学附属中学,山东省,C++,1023,978,45,66.64059405940594,640,0.04398826979472141,0.65439672801636
山东师范大学附属中学,山东省,Python,8,8,0,59.75,5,0.0,0.625
山东师范大学附属中学,山东省,Scratch,22,22,0,59.0,12,0.0,0.5454545454545454
山东理工大学,山东省,C++,83,79,4,47.5722891566265,27,0.04819277108433735,0.34177215189873417
山东理工大学,山东省,Python,16,15,1,50.84375,6,0.0625,0.4
